domain,item_id,generator,verifier,frame,actual_source,frame_matches_truth,strategy,candidate_is_correct,adjusted_candidate_is_correct,parsed_verdict,original_parsed_verdict,verdict_recovered_from_raw,strict_json_parse_fail,candidate_answer_letter,candidate_answer_text,candidate_answer_extraction_mode,candidate_answer_extraction_confidence,candidate_answer_ambiguous,candidate_answer_parsed,candidate_answer_parse_notes,prompt_tokens,completion_tokens,formatting_fail,tp,fp,tn,fn,adj_tp,adj_fp,adj_tn,adj_fn,latency,verbosity,dissociated,label_was_right,reasoning_was_right,overrode_passing_tests
math,math_0,deepseek,deepseek,self,self,True,direct,True,True,True,True,0,0,,,,,0,0,,482,8,0,1,0,0,0,1,0,0,0,4.922016417142004,0,0,0,0,0
math,math_0,deepseek,deepseek,self,self,True,cot,True,True,True,True,0,0,,,,,0,0,,563,54,0,1,0,0,0,1,0,0,0,9.338541249977425,259,0,0,0,0
math,math_0,deepseek,deepseek,self,self,True,rubric,True,True,True,True,0,0,,,,,0,0,,562,56,0,1,0,0,0,1,0,0,0,9.29024629178457,255,0,0,0,0
math,math_0,deepseek,deepseek,other,self,False,direct,True,True,True,True,0,0,,,,,0,0,,483,8,0,1,0,0,0,1,0,0,0,4.9272513329051435,0,0,0,0,0
math,math_0,deepseek,deepseek,other,self,False,cot,True,True,True,True,0,0,,,,,0,0,,564,50,0,1,0,0,0,1,0,0,0,8.03592629195191,232,1,1,0,0
math,math_0,deepseek,deepseek,other,self,False,rubric,True,True,True,True,0,0,,,,,0,0,,563,44,0,1,0,0,0,1,0,0,0,2.9113087919540703,187,0,0,0,0
math,math_0,deepseek,deepseek,neutral,self,,direct,True,True,True,True,0,0,,,,,0,0,,481,8,0,1,0,0,0,1,0,0,0,1.3577865830156952,0,0,0,0,0
math,math_0,deepseek,deepseek,neutral,self,,cot,True,True,True,True,0,0,,,,,0,0,,562,55,0,1,0,0,0,1,0,0,0,3.3331712500657886,260,0,0,0,0
math,math_0,deepseek,deepseek,neutral,self,,rubric,True,True,True,True,0,0,,,,,0,0,,561,50,0,1,0,0,0,1,0,0,0,3.131106457905844,213,0,0,0,0
math,math_0,llama,deepseek,self,other,False,direct,True,True,True,True,0,0,,,,,0,0,,444,8,0,1,0,0,0,1,0,0,0,1.3557214171160012,0,0,0,0,0
math,math_0,llama,deepseek,self,other,False,cot,True,True,True,True,0,0,,,,,0,0,,525,44,0,1,0,0,0,1,0,0,0,3.065879999892786,201,0,0,0,0
math,math_0,llama,deepseek,self,other,False,rubric,True,True,True,True,0,0,,,,,0,0,,524,45,0,1,0,0,0,1,0,0,0,2.8713217498734593,208,0,0,0,0
math,math_0,llama,deepseek,other,other,True,direct,True,True,True,True,0,0,,,,,0,0,,445,8,0,1,0,0,0,1,0,0,0,1.2133338751737028,0,0,0,0,0
math,math_0,llama,deepseek,other,other,True,cot,True,True,True,True,0,0,,,,,0,0,,526,79,0,1,0,0,0,1,0,0,0,4.1731277499347925,288,0,0,0,0
math,math_0,llama,deepseek,other,other,True,rubric,True,True,True,True,0,0,,,,,0,0,,525,44,0,1,0,0,0,1,0,0,0,3.122785875108093,206,0,0,0,0
math,math_0,llama,deepseek,neutral,other,,direct,True,True,True,True,0,0,,,,,0,0,,443,8,0,1,0,0,0,1,0,0,0,1.8135040830820799,0,0,0,0,0
math,math_0,llama,deepseek,neutral,other,,cot,True,True,True,True,0,0,,,,,0,0,,524,51,0,1,0,0,0,1,0,0,0,4.474814624991268,205,0,0,0,0
math,math_0,llama,deepseek,neutral,other,,rubric,True,True,True,True,0,0,,,,,0,0,,523,45,0,1,0,0,0,1,0,0,0,4.20833291602321,207,0,0,0,0
math,math_0,mistral,deepseek,self,other,False,direct,True,True,True,True,0,0,,,,,0,0,,465,8,0,1,0,0,0,1,0,0,0,1.8043758750427514,0,0,0,0,0
math,math_0,mistral,deepseek,self,other,False,cot,True,True,True,True,0,0,,,,,0,0,,546,51,0,1,0,0,0,1,0,0,0,4.6228238749317825,205,0,0,0,0
math,math_0,mistral,deepseek,self,other,False,rubric,True,True,True,True,0,0,,,,,0,0,,545,44,0,1,0,0,0,1,0,0,0,3.5879570830147713,211,0,0,0,0
math,math_0,mistral,deepseek,other,other,True,direct,True,True,True,True,0,0,,,,,0,0,,466,8,0,1,0,0,0,1,0,0,0,1.8489499590359628,0,0,0,0,0
math,math_0,mistral,deepseek,other,other,True,cot,True,True,True,True,0,0,,,,,0,0,,547,49,0,1,0,0,0,1,0,0,0,4.470553875202313,210,0,0,0,0
math,math_0,mistral,deepseek,other,other,True,rubric,True,True,True,True,0,0,,,,,0,0,,546,45,0,1,0,0,0,1,0,0,0,4.3310798751190305,213,0,0,0,0
math,math_0,mistral,deepseek,neutral,other,,direct,True,True,True,True,0,0,,,,,0,0,,464,8,0,1,0,0,0,1,0,0,0,1.7963550419081002,0,0,0,0,0
math,math_0,mistral,deepseek,neutral,other,,cot,True,True,True,True,0,0,,,,,0,0,,545,55,0,1,0,0,0,1,0,0,0,4.206133416155353,243,0,0,0,0
math,math_0,mistral,deepseek,neutral,other,,rubric,True,True,True,True,0,0,,,,,0,0,,544,49,0,1,0,0,0,1,0,0,0,4.2404657090082765,218,0,0,0,0
math,math_0,qwen,llama,self,other,False,direct,True,True,True,True,0,0,,,,,0,0,,563,7,0,1,0,0,0,1,0,0,0,3.012914292048663,0,0,0,0,0
math,math_0,qwen,llama,self,other,False,cot,True,True,True,True,0,0,,,,,0,0,,639,76,0,1,0,0,0,1,0,0,0,4.989075042074546,375,0,0,0,0
math,math_0,qwen,llama,self,other,False,rubric,True,True,True,True,0,0,,,,,0,0,,639,39,0,1,0,0,0,1,0,0,0,3.833283207844943,155,0,0,0,0
math,math_0,qwen,llama,other,other,True,direct,True,True,True,True,0,0,,,,,0,0,,564,7,0,1,0,0,0,1,0,0,0,2.952905791113153,0,0,0,0,0
math,math_0,qwen,llama,other,other,True,cot,True,True,True,True,0,0,,,,,0,0,,640,73,0,1,0,0,0,1,0,0,0,6.204569540917873,361,0,0,0,0
math,math_0,qwen,llama,other,other,True,rubric,True,True,True,True,0,0,,,,,0,0,,640,39,0,1,0,0,0,1,0,0,0,2.8137904999312013,155,0,0,0,0
math,math_0,qwen,llama,neutral,other,,direct,True,True,True,True,0,0,,,,,0,0,,562,7,0,1,0,0,0,1,0,0,0,2.2227420420385897,0,0,0,0,0
math,math_0,qwen,llama,neutral,other,,cot,True,True,True,True,0,0,,,,,0,0,,638,69,0,1,0,0,0,1,0,0,0,3.2880630830768496,336,0,0,0,0
math,math_0,qwen,llama,neutral,other,,rubric,True,True,True,True,0,0,,,,,0,0,,638,39,0,1,0,0,0,1,0,0,0,3.025331415934488,159,0,0,0,0
math,math_0,deepseek,llama,self,other,False,direct,True,True,True,True,0,0,,,,,0,0,,502,7,0,1,0,0,0,1,0,0,0,1.3212152500636876,0,0,0,0,0
math,math_0,deepseek,llama,self,other,False,cot,True,True,True,True,0,0,,,,,0,0,,578,68,0,1,0,0,0,1,0,0,0,5.830585042014718,317,0,0,0,0
math,math_0,deepseek,llama,self,other,False,rubric,True,True,True,True,0,0,,,,,0,0,,578,72,0,1,0,0,0,1,0,0,0,5.192784084007144,322,0,0,0,0
math,math_0,deepseek,llama,other,other,True,direct,True,True,True,True,0,0,,,,,0,0,,503,7,0,1,0,0,0,1,0,0,0,1.4405877499375492,0,0,0,0,0
math,math_0,deepseek,llama,other,other,True,cot,True,True,True,True,0,0,,,,,0,0,,579,72,0,1,0,0,0,1,0,0,0,7.727585416985676,339,0,0,0,0
math,math_0,deepseek,llama,other,other,True,rubric,True,True,True,True,0,0,,,,,0,0,,579,72,0,1,0,0,0,1,0,0,0,7.24822666705586,339,0,0,0,0
math,math_0,deepseek,llama,neutral,other,,direct,True,True,True,True,0,0,,,,,0,0,,501,7,0,1,0,0,0,1,0,0,0,0.9539580000564456,0,0,0,0,0
math,math_0,deepseek,llama,neutral,other,,cot,True,True,True,True,0,0,,,,,0,0,,577,78,0,1,0,0,0,1,0,0,0,7.367306458065286,374,0,0,0,0
math,math_0,deepseek,llama,neutral,other,,rubric,True,True,True,True,0,0,,,,,0,0,,577,42,0,1,0,0,0,1,0,0,0,2.4860786250792444,161,0,0,0,0
math,math_0,llama,llama,self,self,True,direct,True,True,True,True,0,0,,,,,0,0,,455,7,0,1,0,0,0,1,0,0,0,2.3025473749730736,0,0,0,0,0
math,math_0,llama,llama,self,self,True,cot,True,True,True,True,0,0,,,,,0,0,,531,72,0,1,0,0,0,1,0,0,0,6.71666937507689,342,0,0,0,0
math,math_0,llama,llama,self,self,True,rubric,True,True,True,True,0,0,,,,,0,0,,531,40,0,1,0,0,0,1,0,0,0,3.155700834002346,159,0,0,0,0
math,math_0,llama,llama,other,self,False,direct,True,True,True,True,0,0,,,,,0,0,,456,7,0,1,0,0,0,1,0,0,0,1.2987774170469493,0,0,0,0,0
math,math_0,llama,llama,other,self,False,cot,True,True,True,True,0,0,,,,,0,0,,532,73,0,1,0,0,0,1,0,0,0,5.942337542073801,337,1,1,0,0
math,math_0,llama,llama,other,self,False,rubric,True,True,True,True,0,0,,,,,0,0,,532,49,0,1,0,0,0,1,0,0,0,3.8225623751059175,207,0,0,0,0
math,math_0,llama,llama,neutral,self,,direct,True,True,True,True,0,0,,,,,0,0,,454,7,0,1,0,0,0,1,0,0,0,2.1478680421132594,0,0,0,0,0
math,math_0,llama,llama,neutral,self,,cot,True,True,True,True,0,0,,,,,0,0,,530,71,0,1,0,0,0,1,0,0,0,4.423921957844868,343,0,0,0,0
math,math_0,llama,llama,neutral,self,,rubric,True,True,True,True,0,0,,,,,0,0,,530,39,0,1,0,0,0,1,0,0,0,3.150143582839519,151,0,0,0,0
math,math_0,mistral,llama,self,other,False,direct,True,True,True,True,0,0,,,,,0,0,,476,7,0,1,0,0,0,1,0,0,0,1.4028841669205576,0,0,0,0,0
math,math_0,mistral,llama,self,other,False,cot,True,True,True,True,0,0,,,,,0,0,,552,71,0,1,0,0,0,1,0,0,0,4.36125058401376,304,0,0,0,0
math,math_0,mistral,llama,self,other,False,rubric,True,True,True,True,0,0,,,,,0,0,,552,40,0,1,0,0,0,1,0,0,0,2.7889832500368357,159,0,0,0,0
math,math_0,mistral,llama,other,other,True,direct,True,True,True,True,0,0,,,,,0,0,,477,7,0,1,0,0,0,1,0,0,0,1.023794291075319,0,0,0,0,0
math,math_0,mistral,llama,other,other,True,cot,True,True,True,True,0,0,,,,,0,0,,553,72,0,1,0,0,0,1,0,0,0,5.132824792061001,299,0,0,0,0
math,math_0,mistral,llama,other,other,True,rubric,True,True,True,True,0,0,,,,,0,0,,553,45,0,1,0,0,0,1,0,0,0,3.2891492499038577,192,0,0,0,0
math,math_0,mistral,llama,neutral,other,,direct,True,True,True,True,0,0,,,,,0,0,,475,7,0,1,0,0,0,1,0,0,0,2.268270874861628,0,0,0,0,0
math,math_0,mistral,llama,neutral,other,,cot,True,True,True,True,0,0,,,,,0,0,,551,81,0,1,0,0,0,1,0,0,0,4.616812665946782,384,0,0,0,0
math,math_0,mistral,llama,neutral,other,,rubric,True,True,True,True,0,0,,,,,0,0,,551,40,0,1,0,0,0,1,0,0,0,2.7891097909305245,159,0,0,0,0
math,math_0,qwen,mistral,self,other,False,direct,True,True,True,True,0,0,,,,,0,0,,559,7,0,1,0,0,0,1,0,0,0,1.249290500069037,0,0,0,0,0
math,math_0,qwen,mistral,self,other,False,cot,True,True,True,True,0,0,,,,,0,0,,642,37,0,1,0,0,0,1,0,0,0,2.6046773330308497,150,0,0,0,0
math,math_0,qwen,mistral,self,other,False,rubric,True,True,True,True,0,0,,,,,0,0,,642,37,0,1,0,0,0,1,0,0,0,1.8273317078128457,161,0,0,0,0
math,math_0,qwen,mistral,other,other,True,direct,True,True,True,True,0,0,,,,,0,0,,560,7,0,1,0,0,0,1,0,0,0,1.2586330000776798,0,0,0,0,0
math,math_0,qwen,mistral,other,other,True,cot,True,True,True,True,0,0,,,,,0,0,,643,37,0,1,0,0,0,1,0,0,0,1.7657696248497814,151,0,0,0,0
math,math_0,qwen,mistral,other,other,True,rubric,True,True,True,True,0,0,,,,,0,0,,643,33,0,1,0,0,0,1,0,0,0,1.4027004579547793,139,0,0,0,0
math,math_0,qwen,mistral,neutral,other,,direct,True,True,True,True,0,0,,,,,0,0,,558,7,0,1,0,0,0,1,0,0,0,0.8175021249335259,0,0,0,0,0
math,math_0,qwen,mistral,neutral,other,,cot,True,True,True,True,0,0,,,,,0,0,,641,36,0,1,0,0,0,1,0,0,0,1.9787948748562485,145,0,0,0,0
math,math_0,qwen,mistral,neutral,other,,rubric,True,True,True,True,0,0,,,,,0,0,,641,33,0,1,0,0,0,1,0,0,0,1.572419083211571,126,0,0,0,0
math,math_0,deepseek,mistral,self,other,False,direct,True,True,True,True,0,0,,,,,0,0,,499,7,0,1,0,0,0,1,0,0,0,0.7109105421695858,0,0,0,0,0
math,math_0,deepseek,mistral,self,other,False,cot,True,True,True,True,0,0,,,,,0,0,,582,36,0,1,0,0,0,1,0,0,0,1.9809178749565035,151,0,0,0,0
math,math_0,deepseek,mistral,self,other,False,rubric,True,True,True,True,0,0,,,,,0,0,,582,37,0,1,0,0,0,1,0,0,0,2.3341287919320166,162,0,0,0,0
math,math_0,deepseek,mistral,other,other,True,direct,True,True,True,True,0,0,,,,,0,0,,500,7,0,1,0,0,0,1,0,0,0,1.299834958044812,0,0,0,0,0
math,math_0,deepseek,mistral,other,other,True,cot,True,True,True,True,0,0,,,,,0,0,,583,36,0,1,0,0,0,1,0,0,0,2.3068116661161184,150,0,0,0,0
math,math_0,deepseek,mistral,other,other,True,rubric,True,True,True,True,0,0,,,,,0,0,,583,37,0,1,0,0,0,1,0,0,0,1.744455249980092,156,0,0,0,0
math,math_0,deepseek,mistral,neutral,other,,direct,True,True,True,True,0,0,,,,,0,0,,498,7,0,1,0,0,0,1,0,0,0,1.0571749170776457,0,0,0,0,0
math,math_0,deepseek,mistral,neutral,other,,cot,True,True,True,True,0,0,,,,,0,0,,581,39,0,1,0,0,0,1,0,0,0,1.9171194578520954,162,0,0,0,0
math,math_0,deepseek,mistral,neutral,other,,rubric,True,True,True,True,0,0,,,,,0,0,,581,39,0,1,0,0,0,1,0,0,0,1.9485121248289943,169,0,0,0,0
math,math_0,llama,mistral,self,other,False,direct,True,True,True,True,0,0,,,,,0,0,,458,7,0,1,0,0,0,1,0,0,0,1.2224629579577595,0,0,0,0,0
math,math_0,llama,mistral,self,other,False,cot,True,True,True,True,0,0,,,,,0,0,,541,38,0,1,0,0,0,1,0,0,0,1.801770375110209,167,0,0,0,0
math,math_0,llama,mistral,self,other,False,rubric,True,True,True,True,0,0,,,,,0,0,,541,39,0,1,0,0,0,1,0,0,0,2.6220904579386115,175,0,0,0,0
math,math_0,llama,mistral,other,other,True,direct,True,True,True,True,0,0,,,,,0,0,,459,7,0,1,0,0,0,1,0,0,0,1.153436915948987,0,0,0,0,0
math,math_0,llama,mistral,other,other,True,cot,True,True,True,True,0,0,,,,,0,0,,542,38,0,1,0,0,0,1,0,0,0,2.040679750032723,167,0,0,0,0
math,math_0,llama,mistral,other,other,True,rubric,True,True,True,True,0,0,,,,,0,0,,542,39,0,1,0,0,0,1,0,0,0,1.3267212498467416,175,0,0,0,0
math,math_0,llama,mistral,neutral,other,,direct,True,True,True,True,0,0,,,,,0,0,,457,7,0,1,0,0,0,1,0,0,0,0.979903707979247,0,0,0,0,0
math,math_0,llama,mistral,neutral,other,,cot,True,True,True,True,0,0,,,,,0,0,,540,42,0,1,0,0,0,1,0,0,0,2.0316601668018848,173,0,0,0,0
math,math_0,llama,mistral,neutral,other,,rubric,True,True,True,True,0,0,,,,,0,0,,540,43,0,1,0,0,0,1,0,0,0,2.02864083298482,179,0,0,0,0
math,math_0,mistral,mistral,self,self,True,direct,True,True,True,True,0,0,,,,,0,0,,480,7,0,1,0,0,0,1,0,0,0,0.540256957989186,0,0,0,0,0
math,math_0,mistral,mistral,self,self,True,cot,True,True,True,True,0,0,,,,,0,0,,563,38,0,1,0,0,0,1,0,0,0,1.9081628329586238,167,0,0,0,0
math,math_0,mistral,mistral,self,self,True,rubric,True,True,True,True,0,0,,,,,0,0,,563,34,0,1,0,0,0,1,0,0,0,1.8036399590782821,148,0,0,0,0
math,math_0,mistral,mistral,other,self,False,direct,True,True,True,True,0,0,,,,,0,0,,481,7,0,1,0,0,0,1,0,0,0,1.8985777909401804,0,0,0,0,0
math,math_0,mistral,mistral,other,self,False,cot,True,True,True,True,0,0,,,,,0,0,,564,42,0,1,0,0,0,1,0,0,0,2.1284017090220004,173,0,0,0,0
math,math_0,mistral,mistral,other,self,False,rubric,True,True,True,True,0,0,,,,,0,0,,564,34,0,1,0,0,0,1,0,0,0,2.7825369590427727,148,0,0,0,0
math,math_0,mistral,mistral,neutral,self,,direct,True,True,True,True,0,0,,,,,0,0,,479,7,0,1,0,0,0,1,0,0,0,0.536906500114128,0,0,0,0,0
math,math_0,mistral,mistral,neutral,self,,cot,True,True,True,True,0,0,,,,,0,0,,562,38,0,1,0,0,0,1,0,0,0,1.8556469581089914,167,0,0,0,0
math,math_0,mistral,mistral,neutral,self,,rubric,True,True,True,True,0,0,,,,,0,0,,562,39,0,1,0,0,0,1,0,0,0,1.867022749967873,175,0,0,0,0
math,math_1,qwen,qwen,self,self,True,direct,False,False,False,False,0,0,,,,,0,0,,1738,6,0,0,0,1,0,0,0,1,0,4.420591207919642,0,0,0,0,0
math,math_1,qwen,qwen,self,self,True,cot,False,False,False,False,0,0,,,,,0,0,,1814,56,0,0,0,1,0,0,0,1,0,3.063764624996111,231,0,0,0,0
math,math_1,qwen,qwen,self,self,True,rubric,False,False,False,False,0,0,,,,,0,0,,1814,49,0,0,0,1,0,0,0,1,0,11.105917665874586,195,0,0,0,0
math,math_1,qwen,qwen,other,self,False,direct,False,False,False,False,0,0,,,,,0,0,,1739,6,0,0,0,1,0,0,0,1,0,3.5206840420141816,0,0,0,0,0
math,math_1,qwen,qwen,other,self,False,cot,False,False,False,False,0,0,,,,,0,0,,1815,64,0,0,0,1,0,0,0,1,0,11.416793958982453,286,0,0,0,0
math,math_1,qwen,qwen,other,self,False,rubric,False,False,False,False,0,0,,,,,0,0,,1815,55,0,0,0,1,0,0,0,1,0,3.025186417158693,239,0,0,0,0
math,math_1,qwen,qwen,neutral,self,,direct,False,False,False,False,0,0,,,,,0,0,,1737,6,0,0,0,1,0,0,0,1,0,1.0764614581130445,0,0,0,0,0
math,math_1,qwen,qwen,neutral,self,,cot,False,False,False,False,0,0,,,,,0,0,,1813,65,0,0,0,1,0,0,0,1,0,2.5072529159951955,259,0,0,0,0
math,math_1,qwen,qwen,neutral,self,,rubric,False,False,False,False,0,0,,,,,0,0,,1813,57,0,0,0,1,0,0,0,1,0,2.494327000109479,248,0,0,0,0
math,math_1,deepseek,qwen,self,other,False,direct,False,False,True,True,0,0,,,,,0,0,,869,6,0,0,1,0,0,0,1,0,0,1.5899031672161072,0,0,0,0,0
math,math_1,deepseek,qwen,self,other,False,cot,False,False,True,True,0,0,,,,,0,0,,945,43,0,0,1,0,0,0,1,0,0,2.3018179580103606,187,0,0,0,0
math,math_1,deepseek,qwen,self,other,False,rubric,False,False,True,True,0,0,,,,,0,0,,945,37,0,0,1,0,0,0,1,0,0,2.6109229591675103,162,0,0,0,0
math,math_1,deepseek,qwen,other,other,True,direct,False,False,True,True,0,0,,,,,0,0,,870,6,0,0,1,0,0,0,1,0,0,1.490919540869072,0,0,0,0,0
