domain,item_id,generator,verifier,frame,actual_source,frame_matches_truth,strategy,candidate_is_correct,adjusted_candidate_is_correct,parsed_verdict,formatting_fail,tp,fp,tn,fn,adj_tp,adj_fp,adj_tn,adj_fn,latency,verbosity,dissociated,label_was_right,reasoning_was_right,overrode_passing_tests
math,math_0,llama,qwen,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.6217181999818422,0,0,0,0,0
math,math_0,llama,qwen,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,0.9501730999909341,95,0,0,0,0
math,math_0,llama,qwen,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.1059018000087235,95,0,0,0,0
math,math_0,llama,qwen,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.5491110000002664,0,0,0,0,0
math,math_0,llama,qwen,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.02076169999782,95,0,0,0,0
math,math_0,llama,qwen,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.691452400002163,95,0,0,0,0
math,math_0,mistral,qwen,self,other,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.5916627999977209,0,0,0,0,0
math,math_0,mistral,qwen,self,other,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.1217791000090074,95,0,0,0,0
math,math_0,mistral,qwen,self,other,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.265002900006948,95,0,0,0,0
math,math_0,mistral,qwen,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.7384025000210386,0,0,0,0,0
math,math_0,mistral,qwen,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.049853999982588,95,0,0,0,0
math,math_0,mistral,qwen,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.1813627000083216,95,0,0,0,0
math,math_0,mistral,qwen,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.6082673000055365,0,0,0,0,0
math,math_0,mistral,qwen,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.075607599981595,95,0,0,0,0
math,math_0,mistral,qwen,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.4356686000246555,95,0,0,0,0
math,math_0,qwen,deepseek,self,other,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.6531873999920208,0,0,0,0,0
math,math_0,qwen,deepseek,self,other,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.4237105999782216,95,0,0,0,0
math,math_0,qwen,deepseek,self,other,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,2.81037490000017,101,0,0,0,0
math,math_0,qwen,deepseek,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.5144748000020627,0,0,0,0,0
math,math_0,qwen,deepseek,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,3.37010719999671,163,0,0,0,0
math,math_0,qwen,deepseek,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,2.396484099997906,94,0,0,0,0
math,math_0,qwen,deepseek,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.166774199984502,0,0,0,0,0
math,math_0,qwen,deepseek,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.537422499997774,95,0,0,0,0
math,math_0,qwen,deepseek,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,2.8083225000009406,101,0,0,0,0
math,math_0,deepseek,deepseek,self,self,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.1671304999908898,0,0,0,0,0
math,math_0,deepseek,deepseek,self,self,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,3.6666963000025135,140,0,0,0,0
math,math_0,deepseek,deepseek,self,self,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,3.4821586000034586,134,0,0,0,0
math,math_0,deepseek,deepseek,other,self,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.1624461000028532,0,0,0,0,0
math,math_0,deepseek,deepseek,other,self,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,3.364847999997437,140,0,0,0,0
math,math_0,deepseek,deepseek,other,self,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,2.9921387000067625,101,0,0,0,0
math,math_0,deepseek,deepseek,neutral,self,,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.5537502000224777,0,0,0,0,0
math,math_0,deepseek,deepseek,neutral,self,,cot,True,True,True,0,1,0,0,0,1,0,0,0,3.654411199997412,126,0,0,0,0
math,math_0,deepseek,deepseek,neutral,self,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,3.259106800018344,101,0,0,0,0
math,math_0,llama,deepseek,self,other,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.1332489000051282,0,0,0,0,0
math,math_0,llama,deepseek,self,other,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,3.5189094000088517,132,0,0,0,0
math,math_0,llama,deepseek,self,other,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,3.1051607000117656,95,0,0,0,0
math,math_0,llama,deepseek,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.1243040999979712,0,0,0,0,0
math,math_0,llama,deepseek,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,3.2408267999999225,124,0,0,0,0
math,math_0,llama,deepseek,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,3.2317359000153374,95,0,0,0,0
math,math_0,llama,deepseek,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,2.627441300021019,0,0,0,0,0
math,math_0,llama,deepseek,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.6159259999985807,95,0,0,0,0
math,math_0,llama,deepseek,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,2.613177099992754,115,0,0,0,0
math,math_0,mistral,deepseek,self,other,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,2.622354399994947,0,0,0,0,0
math,math_0,mistral,deepseek,self,other,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.6168230999901425,95,0,0,0,0
math,math_0,mistral,deepseek,self,other,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,2.6094471999967936,95,0,0,0,0
math,math_0,mistral,deepseek,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,2.606255399994552,0,0,0,0,0
math,math_0,mistral,deepseek,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.612059400009457,95,0,0,0,0
math,math_0,mistral,deepseek,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,2.6012137999932747,115,0,0,0,0
math,math_0,mistral,deepseek,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,2.611296899995068,0,0,0,0,0
math,math_0,mistral,deepseek,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,4.07320390001405,125,0,0,0,0
math,math_0,mistral,deepseek,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,3.7777818999893498,101,0,0,0,0
math,math_0,qwen,llama,self,other,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.6740454999962822,0,0,0,0,0
math,math_0,qwen,llama,self,other,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.3131101000180934,164,0,0,0,0
math,math_0,qwen,llama,self,other,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.2208385999838356,100,0,0,0,0
math,math_0,qwen,llama,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.6354844000015873,0,0,0,0,0
math,math_0,qwen,llama,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.8580638999992516,144,0,0,0,0
math,math_0,qwen,llama,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.664245199994184,100,0,0,0,0
math,math_0,qwen,llama,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.8362171000044327,0,0,0,0,0
math,math_0,qwen,llama,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.4508757000148762,164,0,0,0,0
math,math_0,qwen,llama,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,2.1863219999941066,100,0,0,0,0
math,math_0,deepseek,llama,self,other,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.6655184999981429,0,0,0,0,0
math,math_0,deepseek,llama,self,other,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,3.460924699989846,193,0,0,0,0
math,math_0,deepseek,llama,self,other,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.0553708999941591,82,0,0,0,0
math,math_0,deepseek,llama,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.1854634000046644,0,0,0,0,0
math,math_0,deepseek,llama,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.8657802999950945,188,0,0,0,0
math,math_0,deepseek,llama,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.5634984000062104,100,0,0,0,0
math,math_0,deepseek,llama,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.3919724999868777,0,0,0,0,0
math,math_0,deepseek,llama,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,3.39509679999901,178,0,0,0,0
math,math_0,deepseek,llama,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,2.245747700013453,100,0,0,0,0
math,math_0,llama,llama,self,self,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.7587043000094127,0,0,0,0,0
math,math_0,llama,llama,self,self,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.9694954000005964,116,0,0,0,0
math,math_0,llama,llama,self,self,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.7994157999928575,101,0,0,0,0
math,math_0,llama,llama,other,self,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.5559511000174098,0,0,0,0,0
math,math_0,llama,llama,other,self,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.9543036999821197,116,0,0,0,0
math,math_0,llama,llama,other,self,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.1826012000092305,100,0,0,0,0
math,math_0,llama,llama,neutral,self,,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.5549389000225347,0,0,0,0,0
math,math_0,llama,llama,neutral,self,,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.9755252999893855,122,0,0,0,0
math,math_0,llama,llama,neutral,self,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.2670689999940805,100,0,0,0,0
math,math_0,mistral,llama,self,other,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.7893072000006214,0,0,0,0,0
math,math_0,mistral,llama,self,other,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.5177808000007644,129,0,0,0,0
math,math_0,mistral,llama,self,other,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.8645444999856409,100,0,0,0,0
math,math_0,mistral,llama,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.323442899971269,0,0,0,0,0
math,math_0,mistral,llama,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.5227143999945838,136,0,0,0,0
math,math_0,mistral,llama,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.829644300014479,100,0,0,0,0
math,math_0,mistral,llama,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.8927690999989863,0,0,0,0,0
math,math_0,mistral,llama,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.8962274999939837,129,0,0,0,0
math,math_0,mistral,llama,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.8106249000120442,100,0,0,0,0
math,math_0,qwen,mistral,self,other,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.5130298000003677,0,0,0,0,0
math,math_0,qwen,mistral,self,other,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,2.2106135000067297,95,0,0,0,0
math,math_0,qwen,mistral,self,other,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.4168343000055756,95,0,0,0,0
math,math_0,qwen,mistral,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.1794414000178222,0,0,0,0,0
math,math_0,qwen,mistral,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.1983523000089917,95,0,0,0,0
math,math_0,qwen,mistral,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.63407939998433,95,0,0,0,0
math,math_0,qwen,mistral,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.192136700003175,0,0,0,0,0
math,math_0,qwen,mistral,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.406555900000967,95,0,0,0,0
math,math_0,qwen,mistral,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.4229057999909855,95,0,0,0,0
math,math_0,deepseek,mistral,self,other,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,2.54849370001466,0,0,0,0,0
math,math_0,deepseek,mistral,self,other,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.354387500003213,87,0,0,0,0
math,math_0,deepseek,mistral,self,other,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,3.760304299998097,125,0,0,0,0
math,math_0,deepseek,mistral,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.49476669999421574,0,0,0,0,0
math,math_0,deepseek,mistral,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.2003274000016972,87,0,0,0,0
math,math_0,deepseek,mistral,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.346753899997566,125,0,0,0,0
math,math_0,deepseek,mistral,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.6651878000120632,0,0,0,0,0
math,math_0,deepseek,mistral,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.5785796999989543,87,0,0,0,0
math,math_0,deepseek,mistral,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,0.8126928999845404,95,0,0,0,0
math,math_0,llama,mistral,self,other,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.2987092999974266,0,0,0,0,0
math,math_0,llama,mistral,self,other,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,1.6068052999908105,90,0,0,0,0
math,math_0,llama,mistral,self,other,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.5920005000079982,95,0,0,0,0
math,math_0,llama,mistral,other,other,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,1.2479237999941688,0,0,0,0,0
math,math_0,llama,mistral,other,other,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,0.7559426999941934,91,0,0,0,0
math,math_0,llama,mistral,other,other,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,0.7469862000143621,95,0,0,0,0
math,math_0,llama,mistral,neutral,other,,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.47073130001081154,0,0,0,0,0
math,math_0,llama,mistral,neutral,other,,cot,True,True,True,0,1,0,0,0,1,0,0,0,0.949760299990885,102,0,0,0,0
math,math_0,llama,mistral,neutral,other,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,0.749379399989266,95,0,0,0,0
math,math_0,mistral,mistral,self,self,True,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.5344805999775417,0,0,0,0,0
math,math_0,mistral,mistral,self,self,True,cot,True,True,True,0,1,0,0,0,1,0,0,0,0.7399396999971941,87,0,0,0,0
math,math_0,mistral,mistral,self,self,True,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.1289462000131607,160,0,0,0,0
math,math_0,mistral,mistral,other,self,False,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.45817490000627004,0,0,0,0,0
math,math_0,mistral,mistral,other,self,False,cot,True,True,True,0,1,0,0,0,1,0,0,0,0.7401308999978937,95,0,0,0,0
math,math_0,mistral,mistral,other,self,False,rubric,True,True,True,0,1,0,0,0,1,0,0,0,1.1107620000257157,121,0,0,0,0
math,math_0,mistral,mistral,neutral,self,,direct,True,True,True,0,1,0,0,0,1,0,0,0,0.43296939998981543,0,0,0,0,0
math,math_0,mistral,mistral,neutral,self,,cot,True,True,True,0,1,0,0,0,1,0,0,0,0.8311193000117783,87,0,0,0,0
math,math_0,mistral,mistral,neutral,self,,rubric,True,True,True,0,1,0,0,0,1,0,0,0,0.8965813999820966,125,0,0,0,0
math,math_1,qwen,qwen,self,self,True,direct,False,False,False,0,0,0,1,0,0,0,1,0,0.9622377000050619,0,0,0,0,0
math,math_1,qwen,qwen,self,self,True,cot,False,False,False,0,0,0,1,0,0,0,1,0,1.392421500000637,161,0,0,0,0
math,math_1,qwen,qwen,self,self,True,rubric,False,False,False,0,0,0,1,0,0,0,1,0,1.7742041000165045,239,0,0,0,0
math,math_1,qwen,qwen,other,self,False,direct,False,False,False,0,0,0,1,0,0,0,1,0,0.7668860999983735,0,0,0,0,0
math,math_1,qwen,qwen,other,self,False,cot,False,False,False,0,0,0,1,0,0,0,1,0,3.19192930002464,257,0,0,0,0
math,math_1,qwen,qwen,other,self,False,rubric,False,False,False,0,0,0,1,0,0,0,1,0,2.5127975000068545,236,0,0,0,0
math,math_1,qwen,qwen,neutral,self,,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.2741286999953445,0,0,0,0,0
math,math_1,qwen,qwen,neutral,self,,cot,False,False,True,0,0,1,0,0,0,1,0,0,2.452582900004927,215,0,0,0,0
math,math_1,qwen,qwen,neutral,self,,rubric,False,False,False,0,0,0,1,0,0,0,1,0,2.6198918000154663,233,0,0,0,0
math,math_1,deepseek,qwen,self,other,False,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.3146338000078686,0,0,0,0,0
math,math_1,deepseek,qwen,self,other,False,cot,False,False,False,0,0,0,1,0,0,0,1,0,1.730423900007736,204,0,0,0,0
math,math_1,deepseek,qwen,self,other,False,rubric,False,False,False,0,0,0,1,0,0,0,1,0,1.733827599993674,199,0,0,0,0
math,math_1,deepseek,qwen,other,other,True,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.2817409999843221,0,0,0,0,0
math,math_1,deepseek,qwen,other,other,True,cot,False,False,False,0,0,0,1,0,0,0,1,0,1.7028786999871954,204,0,0,0,0
math,math_1,deepseek,qwen,other,other,True,rubric,False,False,False,0,0,0,1,0,0,0,1,0,2.398859499982791,201,0,0,0,0
math,math_1,deepseek,qwen,neutral,other,,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.3282727999903727,0,0,0,0,0
math,math_1,deepseek,qwen,neutral,other,,cot,False,False,False,0,0,0,1,0,0,0,1,0,1.766968400013866,202,0,0,0,0
math,math_1,deepseek,qwen,neutral,other,,rubric,False,False,False,0,0,0,1,0,0,0,1,0,2.1331008999841288,199,0,0,0,0
math,math_1,llama,qwen,self,other,False,direct,False,False,False,0,0,0,1,0,0,0,1,0,0.9045231000054628,0,0,0,0,0
math,math_1,llama,qwen,self,other,False,cot,False,False,False,0,0,0,1,0,0,0,1,0,2.3007959999958985,183,0,0,0,0
math,math_1,llama,qwen,self,other,False,rubric,False,False,False,0,0,0,1,0,0,0,1,0,1.7127758000278845,182,0,0,0,0
math,math_1,llama,qwen,other,other,True,direct,False,False,False,0,0,0,1,0,0,0,1,0,0.8756302999972831,0,0,0,0,0
math,math_1,llama,qwen,other,other,True,cot,False,False,False,0,0,0,1,0,0,0,1,0,1.8209091999742668,183,0,0,0,0
math,math_1,llama,qwen,other,other,True,rubric,False,False,False,0,0,0,1,0,0,0,1,0,2.0979469000012614,252,0,0,0,0
math,math_1,llama,qwen,neutral,other,,direct,False,False,False,0,0,0,1,0,0,0,1,0,0.9584627000149339,0,0,0,0,0
math,math_1,llama,qwen,neutral,other,,cot,False,False,False,0,0,0,1,0,0,0,1,0,1.7802628999925219,178,0,0,0,0
math,math_1,llama,qwen,neutral,other,,rubric,False,False,False,0,0,0,1,0,0,0,1,0,1.8070011000090744,172,0,0,0,0
math,math_1,mistral,qwen,self,other,False,direct,False,False,False,0,0,0,1,0,0,0,1,0,0.6282452000014018,0,0,0,0,0
math,math_1,mistral,qwen,self,other,False,cot,False,False,False,0,0,0,1,0,0,0,1,0,1.712770800018916,157,0,0,0,0
math,math_1,mistral,qwen,self,other,False,rubric,False,False,False,0,0,0,1,0,0,0,1,0,1.875613100011833,172,0,0,0,0
math,math_1,mistral,qwen,other,other,True,direct,False,False,False,0,0,0,1,0,0,0,1,0,0.6030094999878202,0,0,0,0,0
math,math_1,mistral,qwen,other,other,True,cot,False,False,False,0,0,0,1,0,0,0,1,0,1.3308118999993894,137,0,0,0,0
math,math_1,mistral,qwen,other,other,True,rubric,False,False,False,0,0,0,1,0,0,0,1,0,3.1312160000088625,172,0,0,0,0
math,math_1,mistral,qwen,neutral,other,,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.3188290999969468,0,0,0,0,0
math,math_1,mistral,qwen,neutral,other,,cot,False,False,False,0,0,0,1,0,0,0,1,0,3.0783271999971475,137,0,0,0,0
math,math_1,mistral,qwen,neutral,other,,rubric,False,False,False,0,0,0,1,0,0,0,1,0,1.8174396000104025,165,0,0,0,0
math,math_1,qwen,deepseek,self,other,False,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.2340669000113849,0,0,0,0,0
math,math_1,qwen,deepseek,self,other,False,cot,False,False,False,0,0,0,1,0,0,0,1,0,3.77921169999172,149,0,0,0,0
math,math_1,qwen,deepseek,self,other,False,rubric,False,False,False,0,0,0,1,0,0,0,1,0,3.499136099999305,128,0,0,0,0
math,math_1,qwen,deepseek,other,other,True,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.8238227999827359,0,0,0,0,0
math,math_1,qwen,deepseek,other,other,True,cot,False,False,False,0,0,0,1,0,0,0,1,0,4.20825330002117,149,0,0,0,0
math,math_1,qwen,deepseek,other,other,True,rubric,False,False,False,0,0,0,1,0,0,0,1,0,4.049193899991224,147,0,0,0,0
math,math_1,qwen,deepseek,neutral,other,,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.6766088000149466,0,0,0,0,0
math,math_1,qwen,deepseek,neutral,other,,cot,False,False,False,0,0,0,1,0,0,0,1,0,4.040340000006836,149,0,0,0,0
math,math_1,qwen,deepseek,neutral,other,,rubric,False,False,True,0,0,1,0,0,0,1,0,0,4.623421600001166,145,1,0,1,0
math,math_1,deepseek,deepseek,self,self,True,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.516918999986956,0,0,0,0,0
math,math_1,deepseek,deepseek,self,self,True,cot,False,False,False,0,0,0,1,0,0,0,1,0,3.4462073000031523,172,0,0,0,0
math,math_1,deepseek,deepseek,self,self,True,rubric,False,False,False,0,0,0,1,0,0,0,1,0,3.01356210000813,134,0,0,0,0
math,math_1,deepseek,deepseek,other,self,False,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.5143117999832612,0,0,0,0,0
math,math_1,deepseek,deepseek,other,self,False,cot,False,False,False,0,0,0,1,0,0,0,1,0,4.24517080001533,237,0,0,0,0
math,math_1,deepseek,deepseek,other,self,False,rubric,False,False,False,0,0,0,1,0,0,0,1,0,3.1378143999900203,126,0,0,0,0
math,math_1,deepseek,deepseek,neutral,self,,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.3577155999955721,0,0,0,0,0
math,math_1,deepseek,deepseek,neutral,self,,cot,False,False,False,0,0,0,1,0,0,0,1,0,3.971459099993808,157,0,0,0,0
math,math_1,deepseek,deepseek,neutral,self,,rubric,False,False,False,0,0,0,1,0,0,0,1,0,3.1257928000122774,125,0,0,0,0
math,math_1,llama,deepseek,self,other,False,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.349545200006105,0,0,0,0,0
math,math_1,llama,deepseek,self,other,False,cot,False,False,False,0,0,0,1,0,0,0,1,0,3.8158854999928735,151,0,0,0,0
math,math_1,llama,deepseek,self,other,False,rubric,False,False,False,0,0,0,1,0,0,0,1,0,2.3159757999819703,105,0,0,0,0
math,math_1,llama,deepseek,other,other,True,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.14436299999943,0,0,0,0,0
math,math_1,llama,deepseek,other,other,True,cot,False,False,False,0,0,0,1,0,0,0,1,0,3.2555678999924567,150,0,0,0,0
math,math_1,llama,deepseek,other,other,True,rubric,False,False,False,0,0,0,1,0,0,0,1,0,2.4559345000016037,128,0,0,0,0
math,math_1,llama,deepseek,neutral,other,,direct,False,False,False,0,0,0,1,0,0,0,1,0,1.131171600020025,0,0,0,0,0
math,math_1,llama,deepseek,neutral,other,,cot,False,False,False,0,0,0,1,0,0,0,1,0,3.1546456000069156,167,0,0,0,0
